Appearances,1st,2nd,3rd,4th,Overall Rank,State Rank,Make Nats?,Nats Rank,Overall Score,State,School,SONT 2022,Highlands,UT-Austin,Rickards,Cypress Falls,Cornell,Palatine,BullSO,Boyceville,Seven Lakes,Dick Smith,Northview,Great Oak,Camas,Valley Forge,Marquette,Fairfax,Prestonwood,Long Island,Mira Loma,Pembroke Hill,SOAPS,Aggie,Carnegie-Mellon,MIT,North Pocono,Columbia,BirdSO IP,Solon,Harvard,Yale,High Desert Sat,Brown,Loyola,Golden Gate,BirdSO Sat,UMichigan,UMass,SOUP,Northwestern
2,16.12162671,13.72698094,,,198,16,FALSE,,11.71878297,MI,International Academy Central MI,,,,,,,,,,,,13.72698094,,,,,,,,,,,,,,,,,,,,,,,,,16.12162671,,,
2,15.16915044,14.75180412,,,199,25,FALSE,,11.68273603,NY,General Douglas MacArthur H.S. NY,,,,,,,,,,,,,,,15.16915044,,,,14.75180412,,,,,,,,,,,,,,,,,,,,,
1,16.63963986,,,,200,1,TRUE,51,11.6477479,TN,Collierville H.S. TN,16.63963986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16.54918936,,,,201,17,FALSE,,11.58443255,MI,Stevenson H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.54918936,,,
4,16.33476027,11.47206964,9.157486607,4.204908747,202,26,FALSE,,11.5764558,NY,"West Babylon Senior H.S. West Babylon, NY",,,,,,,,,4.204908747,,9.157486607,,,,,,,,16.33476027,,,,,,,,,,,,,,,,,11.47206964,,,,
2,16.50310797,10.02688057,,,203,13,FALSE,,11.55217558,MA,Sharon H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,16.50310797,,,,,,,,10.02688057,,,,,,,
1,16.4012496,,,,204,1,TRUE,52,11.48087472,MT,Hamilton H.S. MT,16.4012496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.45411978,12.0426352,11.69310968,3.927119494,205,16,FALSE,,11.34678962,PA,Northwestern Lehigh H.S. PA,,,,,,11.69310968,,,,,3.927119494,,,,13.45411978,,,,,,,,,,,12.0426352,,,,,,,,,,,,,,
1,16.15414643,,,,206,15,FALSE,,11.3079025,OH,Chardon H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.15414643,,,,,,,,,,,
2,16.12787815,8.493014067,,,207,10,FALSE,,11.2895147,NJ,"Edison Academy Magnet H.S. Edison, NJ",,,,8.493014067,,,,,,,,,,,,,,,,,,,,,,,16.12787815,,,,,,,,,,,,,
1,16.12162671,,,,208,6,FALSE,,11.2851387,IN,John Adams H.S. IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.12162671,,,
1,16.07780899,,,,209,27,FALSE,,11.25446629,NY,Hicksville H.S. NY,,,,,,,,,,,,,,,,,,,16.07780899,,,,,,,,,,,,,,,,,,,,,
2,16.04641295,9.351770737,,,210,6,FALSE,,11.23248906,TX,Dulles H.S. TX,,,16.04641295,,,,,,,9.351770737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16.0337146,6.783405899,,,211,1,TRUE,53,11.22360022,DC,"BASIS Independent Washington, D.C. Washington, DC",16.0337146,,,,,,,,,,,,,,,,6.783405899,,,,,,,,,,,,,,,,,,,,,,,
1,15.92797354,,,,212,18,FALSE,,11.14958148,MI,Salem H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92797354,,,
1,15.91483627,,,,213,1,TRUE,54,11.14038539,WY,"Kelly Walsh H.S. Casper, WY",15.91483627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15.8630129,,,,214,17,FALSE,,11.10410903,PA,Haverford H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8630129,
1,15.82888559,,,,215,33,FALSE,,11.08021991,CA,"Gretchen Whitney H.S. Cerritos, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,15.82888559,,,,,,,,,,,,
3,13.15374381,11.76828348,11.35834404,,216,34,FALSE,,11.07355932,CA,Albany H.S. CA,,,,,,,,,,,,,,,,,,,,13.15374381,,,11.76828348,,,,,,,,,,,,,11.35834404,,,,
2,15.63143607,3.64364784,,,217,18,FALSE,,10.94200525,PA,Allentown Central Catholic H.S. PA,,,,,,,,,,,3.64364784,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.63143607,
2,15.55772695,11.97411318,,,218,35,FALSE,,10.89040886,CA,"Del Norte H.S. San Diego, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,15.55772695,,,,,,,,11.97411318,,,,
2,15.457308,12.00902229,,,219,36,FALSE,,10.8239381,CA,"Arnold O. Beckman H.S. Irvine, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,12.00902229,,,,,,,,15.457308,,,,
2,14.79912644,12.54745517,,,220,11,FALSE,,10.73834614,NJ,"Randolph H.S. Randolph, NJ",,,,,,,,,,,,,,,,,,,,,,14.79912644,,,,,,,,,12.54745517,,,,,,,,,
2,13.84335462,13.63500049,,,221,16,FALSE,,10.72333,OH,Northmont H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84335462,,,,,,,,13.63500049,,,
1,15.27904245,,,,222,28,FALSE,,10.69532972,NY,Francis Lewis H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,,,,15.27904245,,,,,,,,,,,,,
3,15.265323,6.233710763,4.926461332,,223,19,FALSE,,10.6857261,PA,Central H.S. PA,,,,4.926461332,,,,,,,6.233710763,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.265323,
2,15.21775792,11.66206453,,,224,14,FALSE,,10.65243055,IL,Crystal Lake Central H.S. IL,,,,,,,11.66206453,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21775792,,,,,,
1,15.16970701,,,,225,1,TRUE,55,10.61879491,WV,"Cabell Midland H.S. Ona, WV",15.16970701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15.14743875,,,,226,17,FALSE,,10.60320713,OH,Hawken School OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.14743875,,,,,,,,,,,
1,15.12784897,,,,227,4,FALSE,,10.58949428,NH,Nashua H.S. North NH,,,,,,,,,,,,,,,,,,,,,,,,,15.12784897,,,,,,,,,,,,,,,
1,15.06325293,,,,228,1,TRUE,56,10.54427705,SC,Clinton H.S. SC,15.06325293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15.01742672,8.130391406,,,229,14,FALSE,,10.5121987,MA,Cambridge Rindge and Latin School MA,,,,,,,,,,,,,,,,,,,,,,,,,15.01742672,,,,,8.130391406,,,,,,,,,,
3,13.99895662,12.77516884,6.483732409,,230,37,FALSE,,10.48168203,CA,"North Hollywood H.S. North Hollywood, CA",,,,6.483732409,,,,,,,,,,,,,,,,,,,,,,,,13.99895662,,,,,,,,12.77516884,,,,
2,14.86762626,4.274334734,,,231,1,TRUE,57,10.40733839,NM,La Cueva H.S. NM,14.86762626,,,4.274334734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14.8488269,,,,232,15,FALSE,,10.39417883,MA,Wilbraham and Moson Academy MA,,,,,,,,,,,,,,,,,,,,,,,,,14.8488269,,,,,,,,,,,,,,,
1,14.72260065,,,,233,16,FALSE,,10.30582046,MA,Noble and Greenough School MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.72260065,,,,,,,,,,
1,14.72075034,,,,234,18,FALSE,,10.30452524,OH,Saint Ignatius H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.72075034,,,,,,,,,,,
2,14.55938726,7.445360704,,,235,29,FALSE,,10.19157108,NY,"Plattsburgh H.S. Plattsburgh, NY",,,,,,14.55938726,,,7.445360704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14.54031188,,,,236,1,TRUE,58,10.17821832,AR,Little Rock Central H.S. AR,14.54031188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14.40014139,,,,237,20,FALSE,,10.08009897,PA,JR Masterman School PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.40014139,
1,14.39669656,,,,238,5,FALSE,,10.07768759,VA,"W.T. Woodson H.S. Fairfax, VA",,,,,,,,,,,,,,,,,14.39669656,,,,,,,,,,,,,,,,,,,,,,,
1,14.32005487,,,,239,30,FALSE,,10.02403841,NY,Vestal H.S. NY,,,,,,14.32005487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14.31583047,,,,240,19,FALSE,,10.02108133,MI,Grosse Pointe South H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31583047,,,
2,14.28773722,7.634936766,,,241,15,FALSE,,10.00141605,IL,Beacon Academy IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.634936766,,,,,,14.28773722
1,14.26539842,,,,242,17,FALSE,,9.985778891,MA,Brookline H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,14.26539842,,,,,,,,,,,,,,,
3,12.77095411,9.93814711,9.580787863,,243,18,FALSE,,9.943150592,MA,"Boston Latin School Boston, MA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.580787863,,,9.93814711,,,,,12.77095411,,
1,14.20356355,,,,244,1,TRUE,59,9.942494487,VT,Burr and Burton Academy VT,14.20356355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14.19976008,,,,245,19,FALSE,,9.939832056,MA,The Winsor School MA,,,,,,,,,,,,,,,,,,,,,,,,,14.19976008,,,,,,,,,,,,,,,
3,12.08722404,11.59263746,8.413202059,,246,38,FALSE,,9.910222936,CA,Laguna Creek H.S. CA,,,,,,,,,,,,,,,,,,,,12.08722404,,,11.59263746,,,,,,,,,,,,,8.413202059,,,,
1,14.12973395,,,,247,31,FALSE,,9.890813766,NY,Loyola H.S. NY,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12973395,,,,,,,,,,,,,
1,14.05246181,,,,248,1,TRUE,60,9.836723269,SD,"Brookings H.S. Brookings, SD",14.05246181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.18108862,11.84964425,4.298218013,2.394506169,249,21,FALSE,,9.805257759,PA,"Pocono Mountain East H.S. Swiftwater, PA",,,,2.394506169,,,,,,,4.298218013,,,,,,,,,,,13.18108862,,,,11.84964425,,,,,,,,,,,,,,
2,13.97470728,8.227184054,,,250,2,FALSE,,9.782295095,RI,Pilgrim H.S. RI,,,,,,,,,,,,,,,,,,,,,,,,,13.97470728,,,,,,,,8.227184054,,,,,,,
1,13.96759549,,,,251,20,FALSE,,9.777316845,MA,Weston H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.96759549,,,,,,,,,,
1,13.93564365,,,,252,19,FALSE,,9.754950558,OH,St. Edward H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.93564365,,,,,,,,,,,
2,12.73736057,12.06854467,,,253,4,FALSE,,9.696039559,CT,E.O. Smith H.S. CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.06854467,,12.73736057,,,,,,,
1,13.82891807,,,,254,12,FALSE,,9.68024265,NJ,Parsippany H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.82891807,
2,12.52802307,12.25280245,,,255,39,FALSE,,9.673466626,CA,Saratoga H.S. CA,,,,,,,,,,,,,,,,,,,,12.25280245,,,,,,,,,,,,,,,12.52802307,,,,,
1,13.54290941,,,,256,40,FALSE,,9.480036584,CA,Leigh H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.54290941,,,,,
3,12.59956515,8.959272611,8.903220243,,257,3,FALSE,,9.418071514,MD,"Reservoir H.S. Fulton, MD",,,,,,,,,,,8.959272611,,,,,,8.903220243,,,,,,,,,,,,,,,,,,,12.59956515,,,,
1,13.44922902,,,,258,5,FALSE,,9.414460316,NH,Nashua H.S. South NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.44922902,,,,,,,
1,13.43410378,,,,259,4,FALSE,,9.403872646,WI,Boyceville H.S. WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.43410378,,,,,,,,,,,
1,13.30995029,,,,260,20,FALSE,,9.3169652,MI,Macomb Dakota H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.30995029,,,
2,11.98920542,11.86560989,,,261,41,FALSE,,9.307394827,CA,"Valencia H.S. Placentia, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98920542,,,,,,,,11.86560989,,,,
1,13.26754389,,,,262,4,FALSE,,9.287280724,MD,"Walter Johnson H.S. Bethesda, MD",,,,,,,,,,,,,,,,,13.26754389,,,,,,,,,,,,,,,,,,,,,,,
1,13.26754389,,,,262,6,FALSE,,9.287280724,VA,"McLean H.S. McLean, VA",,,,,,,,,,,,,,,,,13.26754389,,,,,,,,,,,,,,,,,,,,,,,
1,13.19662031,,,,264,21,FALSE,,9.237634219,MI,Detroit Country Day Upper School MI,,,,,,,,,,,,13.19662031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12.21383195,11.19279691,4.667262631,,265,21,FALSE,,9.161768896,MA,South High Community School MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.667262631,,,11.19279691,,,,,12.21383195,,
1,13.03743588,,,,266,16,FALSE,,9.126205117,IL,Grayslake Central H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03743588,,,,,,
5,12.99849093,8.332107261,6.957255137,4.692543024,267,7,FALSE,,9.098943654,TX,Cinco Ranch H.S. TX,,4.205265604,12.99849093,4.692543024,,,,,,8.332107261,,,,,,,,,,,,,,,,,,,,,,,,,,6.957255137,,,,
3,12.97361551,9.784900195,6.060298604,,268,22,FALSE,,9.097923757,PA,"Manheim Central H.S. Manheim, PA",,,,,,,,,,,6.060298604,,,,12.97361551,,,,,,,,,9.784900195,,,,,,,,,,,,,,,,
2,12.70670497,10.28601368,,,269,23,FALSE,,9.045832739,PA,"Shady Side Academy Senior School Pittsburgh, PA",,,,,,,,,,,,,,,,,,,,,,12.70670497,,10.28601368,,,,,,,,,,,,,,,,
3,10.75883459,10.47458923,7.985073446,,270,32,FALSE,,8.991152286,NY,Kellenberg Memorial H.S. NY,,,,,,10.47458923,,,,,,,,,,,,,10.75883459,,,,,,,7.985073446,,,,,,,,,,,,,,
2,12.79056927,4.904246382,,,271,24,FALSE,,8.953398492,PA,Philadelphia H.S. for Girls PA,,,,,,,,,,,4.904246382,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79056927,
1,12.79056927,,,,271,13,FALSE,,8.953398492,NJ,Kingsway Regional H.S. NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79056927,
1,12.74641839,,,,273,42,FALSE,,8.922492875,CA,"San Marino H.S. San Marino, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74641839,,,,,,,,,,,,
1,12.73134929,,,,274,43,FALSE,,8.911944504,CA,Sequoia H.S. CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.73134929,,,,,
1,12.65874747,,,,275,22,FALSE,,8.861123227,MI,Forest Hills Central H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.65874747,,,
1,12.59913325,,,,276,33,FALSE,,8.819393278,NY,John Jay H.S. NY,,,,,,,,,12.59913325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12.57781693,5.264823762,,,277,5,FALSE,,8.804471854,WI,"Slinger H.S. Slinger, WI",,,,,,,,,5.264823762,,,,,,,12.57781693,,,,,,,,,,,,,,,,,,,,,,,,
1,12.57212548,,,,278,34,FALSE,,8.800487839,NY,Al-Noor School NY,,,,,,,,,,,,,,,,,,,,,,,,,,,12.57212548,,,,,,,,,,,,,
1,12.5538821,,,,279,23,FALSE,,8.787717473,MI,International Academy West MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5538821,,,
2,12.54178155,7.817427873,,,280,17,FALSE,,8.779247087,IL,Lisle H.S. IL,,,,,,,7.817427873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.54178155
2,11.73369229,10.65746721,,,281,18,FALSE,,8.767529522,IL,Hinsdale Central H.S. IL,,,,,,,10.65746721,,,,,,,,,,,,,,,,,,,,,,,,,,,11.73369229,,,,,,
1,12.26953058,,,,282,35,FALSE,,8.588671407,NY,Goshen H.S. NY,,,,,,12.26953058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.15730196,,,,283,8,FALSE,,8.510111371,TX,Stephen F. Austin H.S. TX,,,,,,,,,,12.15730196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.06886791,,,,284,44,FALSE,,8.448207539,CA,"Walnut H.S. Walnut, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,12.06886791,,,,,,,,,,,,
1,12.01228357,,,,285,22,FALSE,,8.4085985,MA,Dover Sherborn H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.01228357,,
3,9.890548701,9.463572669,8.027691725,,286,23,FALSE,,8.385455595,MA,Longmeadow H.S. MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.027691725,,,9.463572669,,,,,9.890548701,,
2,11.64085963,9.695208674,,,287,19,FALSE,,8.384300293,IL,Glenbrook South H.S. IL,,,,,,,9.695208674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.64085963
1,11.93191963,,,,288,5,FALSE,,8.352343743,CT,Hopkins School CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93191963,,,,,,,,,
2,11.93014529,8.736747446,,,289,45,FALSE,,8.351101706,CA,"Martin Luther King H.S. Riverside, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,11.93014529,,,,8.736747446,,,,,,,,
1,11.87696902,,,,290,20,FALSE,,8.313878317,OH,Medina H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.87696902,,,,,,,,,,,
2,11.56110385,9.57240907,,,291,46,FALSE,,8.306702621,CA,"El Dorado H.S. Placentia, CA",,,,,,,,,,,,,11.56110385,,,,,,,,,,,,,,,9.57240907,,,,,,,,,,,,
2,11.63906147,9.336083347,,,292,25,FALSE,,8.255153266,PA,Lehighton Area H.S. PA,,,,,,,,,,,,,,,11.63906147,,,,,,,,,,,9.336083347,,,,,,,,,,,,,,
1,11.77809462,,,,293,26,FALSE,,8.244666237,PA,Red Land H.S. PA,,,,,,,,,,,,,,,11.77809462,,,,,,,,,,,,,,,,,,,,,,,,,
2,11.49696819,9.43914404,,,294,47,FALSE,,8.231963054,CA,Saint Francis H.S. CA,,,,,,,,,,,,,,,,,,,,,,,9.43914404,,,,,,,,,,,,11.49696819,,,,,
2,11.19279691,9.75796762,,,295,24,FALSE,,8.217430119,MA,Wilbraham and Monson Academy MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19279691,,,,,9.75796762,,
1,11.6957336,,,,296,24,FALSE,,8.187013522,MI,Frankenmuth H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6957336,,,
2,11.68503746,5.913531925,,,297,20,FALSE,,8.179526223,IL,Niles West H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.913531925,,,,,,11.68503746
4,11.64149127,7.646901501,5.572826027,3.783430861,298,48,FALSE,,8.149043889,CA,"Silver Creek H.S. San Jose, CA",,,,3.783430861,,,,,5.572826027,,,,,,,,,,,11.64149127,,,7.646901501,,,,,,,,,,,,,,,,,
2,11.62595411,7.258141172,,,299,21,FALSE,,8.138167874,OH,Thomas Worthington H.S. OH,,,,,,,,,,,,7.258141172,,,,,,,,,,,,,,,,,11.62595411,,,,,,,,,,,
1,11.52247654,,,,300,7,FALSE,,8.06573358,VA,"Alexandria City H.S. Alexandria, VA",,,,,,,,,,,,,,,11.52247654,,,,,,,,,,,,,,,,,,,,,,,,,
3,11.4841322,6.383136242,4.07801374,,301,27,FALSE,,8.038892537,PA,Central York H.S. PA,,,,,,,,,,,4.07801374,,,,11.4841322,,,,,,,,,,,,,,,,,,,,,6.383136242,,,,
2,11.45772955,6.682693568,,,302,21,FALSE,,8.020410688,IL,Whitney M. Young Magnet H.S. IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.682693568,,,,,,,11.45772955,,,,
2,11.34614688,8.31050171,,,303,49,FALSE,,7.942302817,CA,Ukiah H.S. CA,,,,,,,,,,,,,8.31050171,,,,,,,11.34614688,,,,,,,,,,,,,,,,,,,,
1,11.32365411,,,,304,22,FALSE,,7.926557875,OH,Archbishop Hoban H.S. OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32365411,,,,,,,,,,,
1,11.27314599,,,,305,25,FALSE,,7.891202194,MI,Comstock H.S. MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.27314599,,,
3,11.25252207,4.852501696,3.676795267,,306,6,FALSE,,7.876765452,CT,Guilford H.S. CT,,,,3.676795267,,,,,,,4.852501696,,,,,,,,,,,,,,,,,,,,11.25252207,,,,,,,,,
1,11.2047552,,,,307,2,FALSE,,7.84332864,TN,Farragut H.S. TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2047552,,,,,,,,
4,9.804627337,9.487766238,5.927050529,3.619664153,308,23,FALSE,,7.842148566,OH,Granville H.S. OH,,,,3.619664153,,,,,,,,9.487766238,,,,,,,,,,,,,,,,,9.804627337,,,,,,,5.927050529,,,,
2,11.13956153,3.974432205,,,309,3,FALSE,,7.797693074,WA,"Bothell H.S. Bothell, WA",,,,,,,,,11.13956153,,,,,,,,,,,,,,,,,,,,,,,3.974432205,,,,,,,,
6,9.920049399,8.333427757,6.979392769,3.411419876,310,50,FALSE,,7.794679267,CA,Clayton Valley Charter H.S. CA,,2.607916654,,3.411419876,,,,2.243980553,,,,,,,,,,,,8.333427757,,,6.979392769,,,,,,,,,,,,9.920049399,,,,,
4,10.73952389,7.540842853,6.696911172,1.927492554,311,2,FALSE,,7.77797027,CO,"Homeschool Science Colorado El Paso, CO",,,,1.927492554,,,,,6.696911172,,,,,,,,,,,,,,,,,,,,,,,7.540842853,,,,10.73952389,,,,
2,11.05003164,8.451983897,,,312,26,FALSE,,7.735022151,MI,Haslett H.S. MI,,,,,,,,,,,,8.451983897,,,,,,,,,,,,,,,,,,,,,,,,,11.05003164,,,
1,11.00324109,,,,313,28,FALSE,,7.702268761,PA,Stroudsburg H.S. PA,,,,,,,,,,,,,,,,,,,,,,,,,,11.00324109,,,,,,,,,,,,,,
2,10.95988521,2.475957142,,,314,29,FALSE,,7.67191965,PA,"Warwick H.S. Lititz, PA",,,,,,,,,,,,,,,,,,,,,,10.95988521,,,,,,,,,,2.475957142,,,,,,,,
